transactiondate,terminalid,terminalname,projectname,celebration,location,transactionid,amount
04/26/2026 10:19:52,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,c96497fe-53cd-43c2-ac12-60265c3f10a2,5
04/26/2026 10:22:40,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,6acbc080-d215-4497-a036-22a94e61d62c,2
04/26/2026 10:23:30,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,8a7639b9-086f-46f7-86fe-7f536acff86a,10
04/26/2026 10:27:33,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,3d92cf34-a38d-4101-bea4-aaa061faa4eb,5
04/26/2026 10:30:01,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,f0978f0f-ef2e-44c3-945a-f52a3b445b91,5
04/26/2026 10:30:33,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,adfc56d8-4609-457a-8e6b-c24cd7b18c3b,4
04/26/2026 10:30:49,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,2b90a140-db0c-44b2-8ef6-9726ac3ebbf9,5
04/26/2026 10:33:05,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,e7839c69-56df-4104-a638-f0e791f9b140,1
04/26/2026 10:37:57,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,351b1b2a-9c55-4be1-bfaa-6e43e545d1d2,2
04/26/2026 10:46:06,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,58a44dcd-04f9-410e-a0d5-5b1af22bc5a1,2
04/26/2026 10:49:06,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,8816478c-bd04-4e71-9ec1-379a71bd9a55,5
04/26/2026 10:49:43,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,02c65935-c108-44e8-b14f-c5b4714f008a,10
04/26/2026 10:50:32,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,3ed30298-51eb-48c1-b89f-4bd9ce226d52,5
04/26/2026 10:52:14,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,27939b06-cdcc-4e70-9f84-09a2823f5f0e,2
04/26/2026 10:58:06,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,f7d65303-e76a-47a1-afab-107657ba1bb9,10
04/26/2026 11:02:24,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,425b4adc-4cbb-4cbf-852c-c74e54218c04,5
04/26/2026 11:02:25,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,10b421a1-86b0-4dca-9789-a8c3fcf220f8,2
04/26/2026 11:04:25,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,ad5906d3-6cce-4617-b029-725a4cba66e3,10
04/26/2026 11:15:32,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,2efcd4aa-55cc-4916-be42-644180999a37,"3,5"
04/26/2026 11:32:08,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,73b2f9aa-dd80-47fd-9d67-4bb71725504a,20
04/26/2026 11:33:36,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,6fa46bee-7751-4f23-af5a-be2ef80f6794,10
04/26/2026 11:39:25,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,36a4b7b7-a3b0-4432-a347-5c3472c13335,10
04/26/2026 11:41:06,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,e98a6e93-16b8-4a45-92a4-37dc20181679,10
04/26/2026 11:45:50,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,32033047-7be6-4a7e-9f22-eea2df4e1910,10
04/26/2026 11:48:48,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,69208eb6-7cb1-41b0-93dc-5bc526ae58d8,15
04/26/2026 11:53:14,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,b86fd267-5ab0-4328-984f-a7faa83bb4dc,10
04/26/2026 12:22:30,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c4e807b1-6a0f-421e-8957-30d31fb6e34b,2
04/26/2026 12:35:50,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,0ef8f067-8f98-49d1-9e9e-a65bcb4fdee4,1
04/26/2026 12:39:18,61559316e08b9059,2 Borne SJ,Entretien orgues SJ,,,9cc16014-1b96-4ddb-ab47-d4dba7a3120a,10
04/26/2026 14:02:36,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,6f1bd318-a6fc-4589-80c9-0699ce8e7c29,20
04/26/2026 14:40:21,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8e66a09a-beb8-4ef2-83e1-b60c2c932dac,1
04/26/2026 17:07:57,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,9f4affcb-f47a-4988-b9db-3b2c87323210,1
04/26/2026 17:21:37,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,25b3b9e1-45ec-4715-9470-42abe1349a73,2
04/26/2026 18:01:48,25d34c3e4038ac14,6 Notre-Dame,,Messes,St-Jacques,ec53ce46-5735-4de9-9872-fc257cc0fea6,5
04/26/2026 18:02:21,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,4ad6d4c3-62d3-48d9-8995-2bcb25f3c244,5
04/26/2026 18:09:58,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,6b772f74-a0c0-4ef0-b386-94e64033be7f,5
04/26/2026 18:11:36,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,f0a9c0ae-2f4a-4689-92f4-9e41766b0cc7,10
04/26/2026 18:12:46,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,f98eec48-f0b4-4cb3-b72b-a59699915e17,20
04/26/2026 18:18:30,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,ebf28941-fc4e-46cb-bb89-8ab9a52341a3,10
04/26/2026 18:18:34,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,c98cdfda-79e3-4a01-8088-f8cf1895edb7,5
04/26/2026 18:25:40,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,ae572d25-8cf8-4e9d-81ce-e33949b5858c,1
04/26/2026 18:32:01,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,d4cd3b76-b0bc-44db-88a4-7cc3e75d2cf1,5
04/26/2026 18:33:41,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,ae4db827-49ff-40c9-9d85-1ab95023d03b,10
04/26/2026 18:34:41,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,b3107632-c99c-4c8d-8d7e-edb3dfd7e008,20
04/26/2026 18:35:09,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,4b436506-ce62-451b-8621-8bb664bcc454,20
04/26/2026 18:37:11,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,13f81434-6ec6-43f3-9a36-d47dc2668790,3
04/26/2026 18:42:57,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,e8277492-8343-4089-9459-4d35e6cc3223,10
04/26/2026 18:52:42,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,74c0fa44-f1c7-4a6b-b240-b3cc3c5b2946,4
04/26/2026 18:54:51,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,ae7a98e0-5e1c-48e0-8a78-1df61e7ca2d5,10
04/26/2026 18:56:12,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,bcfa6a0e-555c-4e53-827d-d87440bcd33f,10
04/26/2026 19:07:46,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,f547eff2-f176-4a48-8339-ed0dbb2eb306,20
04/26/2026 19:18:42,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,14ce77db-2dcd-4efe-bbd7-461480418679,5
04/26/2026 19:18:42,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,0edb8826-be2c-49e1-8e46-b9cb1c469aa0,4
04/26/2026 19:25:29,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,1b7db212-2d3c-431a-95f8-9b8d7b359f13,10
04/26/2026 19:25:57,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,412758a3-f8bd-4732-bfd7-0ccf7fb63516,2
04/27/2026 08:30:11,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,3d8d754c-177b-41b8-8160-4ebea40b423b,2
04/27/2026 08:48:52,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,5c4ddeb2-bc16-4f87-bafb-683f511a5777,5
04/27/2026 09:12:28,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,4b95997f-4be5-408a-91d3-292f07086491,5
04/27/2026 09:30:50,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,c4b0bd7c-c6ef-434d-a5e4-d1b7ab6c8d6d,"5,5"
04/27/2026 12:16:54,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,edffc36b-bc6c-45f8-a406-995348fcd65f,2
04/27/2026 13:04:54,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,ce2bd0ca-ea29-4c27-924d-28fac8a54a40,1
04/27/2026 13:54:51,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,fb8848af-b104-47b7-99cf-04e784ee1330,"5,5"
04/27/2026 14:46:10,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,411b0c21-4d32-4dda-95d8-161706c6ad84,1
04/27/2026 16:19:10,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,9d9dab2e-30d4-4944-89f3-f166854d24fd,1
04/27/2026 17:52:02,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,76654791-1825-48a9-9f05-cb1acf619be3,5
04/27/2026 19:24:47,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,9d26c46c-921c-4c9a-8158-caf27a3c6644,1
04/27/2026 19:28:46,61559316e08b9059,2 Borne SJ,Entretien orgues SJ,,,fd827650-d407-4e81-9ee0-afa3aab49429,10
04/28/2026 08:24:17,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,3338f0c3-d4ff-4ae7-a746-b1f1f1eb29c1,2
04/28/2026 08:38:59,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,5344e822-0a5c-4627-b32b-ac19c669b1da,5
04/28/2026 08:41:09,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,930d8c0c-7ea3-4283-84de-0bcae1f411b5,5
04/28/2026 09:12:39,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,4deb4465-db32-4af5-9121-d83bb91cf700,20
04/28/2026 09:27:18,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,59c8c567-f892-42f0-a7b3-195045acd2c8,"3,5"
04/28/2026 13:31:09,61559316e08b9059,2 Borne SJ,Entretien orgues SJ,,,63672945-eddf-4d43-a80b-b43f97a842bc,20
04/28/2026 13:46:12,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,ff50f2f3-091a-4bc0-a38e-f6b2bbc1e623,5
04/28/2026 14:21:50,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8d282705-db22-4073-b9f2-b78f77c35a65,1
04/28/2026 14:31:46,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,2a80a0e5-744b-43e8-b44d-266acd2d43b2,5
04/28/2026 14:37:28,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,6b801725-56a9-44e6-bb24-9e8ed5f00a70,"3,5"
04/28/2026 14:57:17,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,03f13dd6-d15f-4453-a9c5-4bc4d3e8bf4a,1
04/28/2026 15:00:27,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,be54d839-ad34-43f2-9413-20c8f2150ce7,1
04/28/2026 15:30:00,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,914e6569-eb11-4741-951c-1c27f100e835,5
04/28/2026 15:48:50,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,5c236be4-f8e7-4f02-91de-02407f149345,"3,5"
04/28/2026 15:57:02,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,b2eeabba-870a-4603-a215-c06e649fe046,1
04/29/2026 08:42:51,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,71637a3a-38b2-455a-bfe6-2e1ea8c77e57,20
04/29/2026 08:59:22,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,aa2b816d-1ec8-4d55-92a1-3a23e437aa2b,4
04/29/2026 09:10:02,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,aa84422c-11f0-4359-97f1-133dc96a5c7a,1
04/29/2026 09:22:55,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,b5041874-4c03-4aa0-9d43-e2c5e348bb3e,10
04/29/2026 10:39:01,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,caf1970c-da7e-4840-bb72-e7b45f902727,5
04/29/2026 12:25:29,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,a3549671-74d4-4bfc-a2d4-b053c33728f7,"2,5"
04/29/2026 12:50:24,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,0e47e6a7-7b91-463c-a24a-db1d7188308d,"2,5"
04/29/2026 15:39:26,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,befaa3b9-2de2-469a-8e11-f0bc23cd5523,10
04/29/2026 16:02:19,61559316e08b9059,2 Borne SJ,Faire un don SJ,,,7d9962dc-741f-4b1b-a8f3-a903692ce017,10
04/29/2026 17:23:47,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,6c5c843f-9d0f-4f03-a37c-832b2109fafa,1
04/29/2026 18:02:08,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,dd4b079a-a43b-42e8-bd50-2470e2327e26,5
04/29/2026 19:05:55,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,19df0d8b-597b-4ab0-a849-d6324e7dde99,"3,5"
04/30/2026 08:08:26,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,8e619606-8466-48ed-8c52-78a48552dbdf,2
04/30/2026 08:21:23,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,96bfd076-4fd9-4f2e-abe8-2d9542ca2053,5
04/30/2026 08:32:35,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,6bd8aa80-c2e9-4d07-b092-fef660bd3db6,15
04/30/2026 08:38:35,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,9fd3c364-24c0-431e-b3be-6ae090722b30,2
04/30/2026 09:18:01,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,67c3db0b-bfb2-4d55-8ed1-ee0b219a1bd3,2
04/30/2026 09:39:29,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,fa432eba-b87b-471f-b30e-1cc42cbd597f,1
04/30/2026 11:34:21,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,0e0b9af6-9a7a-4844-8068-8ca2b1372303,2
04/30/2026 12:16:04,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,72e3931c-576d-4338-832f-f1e755e6b728,1
04/30/2026 14:19:14,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8f189117-19e8-436d-82c8-c92a71dce15d,2
04/30/2026 14:19:44,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,78590543-0510-45f7-b24f-e910c91087c1,1
04/30/2026 15:20:57,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,166c673f-4179-48b2-bd50-d6eaa6554ac6,"3,5"
04/30/2026 17:06:30,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,13e1d7cf-ec5a-4aa8-9611-d1b88cf5aac9,1
04/30/2026 18:26:45,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,58db79b3-1cca-4367-a824-4beaba387dc4,"5,5"
04/30/2026 18:50:26,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,332b1e8b-f9ec-43b1-8f57-86c03ba9dc73,5
05/01/2026 08:10:25,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,e121a0a8-cd93-4369-9909-719ea9c8b64c,10
05/01/2026 08:10:47,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,9afe5b62-ed5f-4697-ae1d-24540aa2ac0c,10
05/01/2026 08:28:18,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,d5c45710-222f-458b-956a-c5e822b8e4ac,4
05/01/2026 08:42:29,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,d9f8ee2c-afa6-4d3f-87ff-9013372bff1b,15
05/01/2026 09:29:13,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,031d0ed8-6fa5-4eda-8b6d-07b0dc0d86f5,10
05/01/2026 11:59:25,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,aff8e462-06d0-4b93-a86e-58e896ca5848,"5,5"
05/01/2026 12:49:00,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,d35c756a-e7f9-4e87-b965-fdee391aca66,2
05/01/2026 13:06:52,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,4ce361fb-14cc-46dc-bd4c-168416ea7d13,1
05/01/2026 13:08:13,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,6a840830-ea7b-40c3-837d-34485ff83446,"2,5"
05/01/2026 18:33:14,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,1548347b-00a8-484c-a00e-527d01bc65c8,2
05/01/2026 18:47:34,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,8cd78504-d0a0-4392-95a2-159986e86849,1
05/02/2026 10:06:39,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,86343812-d7a4-4d25-8b4c-5d98c2ac4880,5
05/02/2026 10:28:57,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,c81906ce-cad9-40a3-aebd-212b3de72300,30
05/02/2026 12:39:40,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,6ad1e768-4e0a-437a-bf9d-e707c9f65b78,"2,5"
05/02/2026 13:03:53,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,9eefa74b-a71b-4e72-99d1-d1c21c54dd9b,1
05/02/2026 13:26:21,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,229be4f6-ccf6-4d07-8a9c-993413bbff3b,"3,5"
05/02/2026 14:52:06,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,5fff954b-136a-4e62-bb64-0f01c4a2ffad,1
05/02/2026 15:33:31,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,c0fc1474-7d3d-487c-8104-286b55317e8a,"2,5"
05/02/2026 15:35:12,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c2ebe5d8-a3a1-45a5-aaa9-24a6f887ef0b,1
05/02/2026 17:15:10,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,baf3b464-b562-4c02-9c0d-56339b4ba838,1
05/02/2026 18:07:45,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,2903a4bb-65eb-4818-9d01-3d36b7710031,20
05/02/2026 18:17:43,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,2041a272-436a-4441-83ba-ca521ddfce2a,5
05/02/2026 18:24:28,adca6d6c545e7b59,4 Notre-Dame,,Messes,Notre-Dame,595b2122-91a4-4255-bdb7-38d9eab0101a,2
05/02/2026 19:12:39,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,a36e3957-da2e-4f6c-94ab-6533e81291aa,"5,5"
05/03/2026 09:01:05,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,385b55e0-00da-479d-ae2d-0da85ac0cd55,10
05/03/2026 09:01:25,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,c3dd3d1f-27e4-416b-8fc3-3329802005f6,"3,5"
05/03/2026 09:06:29,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,5cfee8f9-78c8-430b-b016-32d44899da61,20
05/03/2026 09:19:06,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,6d9d0945-cce5-4aa7-9ddc-81f65efc3407,10
05/03/2026 09:21:12,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,0c423bb4-e66f-40ea-9215-d947dc5efc97,2
05/03/2026 09:25:29,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,74390075-0377-4ae0-91b2-449c0ecb78c1,20
05/03/2026 09:25:50,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,d12c0b5f-8d0d-4d6b-a94f-cd23271e7a0a,5
05/03/2026 09:27:55,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,5b9e2bca-e8aa-48df-aeb5-3a4f3a31cf02,2
05/03/2026 09:30:34,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,8d5f4709-b57e-45a0-abe6-b5723167449b,2
05/03/2026 09:34:02,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,41192b46-af1e-47ae-a1c0-690eaa331352,4
05/03/2026 09:39:14,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,87f0afa0-6b79-4d77-9079-f5afbf00e9ea,10
05/03/2026 09:42:36,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,330203ab-573f-4980-a489-7f849e4e3a1f,2
05/03/2026 09:47:19,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,c3476558-6263-4b57-b93b-4d9bdca72c02,10
05/03/2026 09:47:37,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,2017ac3f-f50f-416c-9e99-722d6e2e439b,2
05/03/2026 09:49:48,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,9556162b-bbf2-4806-8e2f-45fc3db7db40,15
05/03/2026 09:54:20,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,f4f60a28-13a4-485f-a74a-a83cecfcf61e,10
05/03/2026 09:59:17,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,33076fe6-0030-4e01-9649-b95da042e869,5
05/03/2026 10:09:14,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,d6e0447d-c5c3-45e3-a70a-80aa75304b66,5
05/03/2026 10:09:39,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,91e540b1-471f-4cd1-ac6e-45b92e882d10,5
05/03/2026 10:19:32,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,7e283ce5-4ef6-47ad-9177-3d6fa1413681,5
05/03/2026 10:30:47,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,53d8d867-76c9-42be-94ce-da2b04c97239,10
05/03/2026 10:35:03,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,66bd25a1-5222-4c8a-940a-eec660fcc45b,10
05/03/2026 10:35:25,97dddccf948bd1d6,5 Notre-Dame,,Messes,Notre-Dame,6060aa9c-c652-4a06-867f-6baaada79f5d,20
05/03/2026 10:38:24,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,07252ec8-1257-47c4-84c1-6f93fc70ae54,15
05/03/2026 10:42:58,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,11b0ab50-e59b-4479-9182-64d6a5b37609,20
05/03/2026 10:53:26,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,8d2c6c13-1388-43de-b7a7-0a3f56bae843,10
05/03/2026 10:56:49,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,295cc941-d2ef-4b04-9f39-151849e45827,5
05/03/2026 10:57:08,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,bfc3f915-de8d-4a40-9db8-f171dda0bbea,5
05/03/2026 11:07:11,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,032a0af2-61cb-4601-9c31-7537715149da,2
05/03/2026 11:14:13,adca6d6c545e7b59,4 Notre-Dame,,Messes,St-Jacques,594bc41c-39c5-4fe7-8627-059de3b2c562,5
05/03/2026 11:15:13,982951f5f61d01b6,7 Notre-Dame,,Messes,Notre-Dame,ad73c851-1211-4777-89bd-c97515be571d,20
05/03/2026 11:18:45,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,89c25023-3028-4e29-96fd-1f076adb24d1,2
05/03/2026 11:20:46,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,d74851e4-09f7-4239-b05b-267be051375e,4
05/03/2026 11:27:16,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,c366addf-2d14-4796-80a7-dad474396730,10
05/03/2026 11:28:17,adca6d6c545e7b59,4 Notre-Dame,,Messes,La Madeleine,039be3d2-1405-4be4-8319-37d976fb601d,5
05/03/2026 11:32:49,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,b9584459-3de7-49dc-9c73-671b4e7c8c26,5
05/03/2026 11:36:28,d4955d6fa679ddaa,10 Villamblard,,Messes,Saint-Pierre,e44e6a4a-9c91-4d15-b60b-6fb436a773a0,5
05/03/2026 11:36:52,25d34c3e4038ac14,6 Notre-Dame,,Messes,La Madeleine,59bf1d4c-f375-4961-9d2c-96e02788dc7d,5
05/03/2026 11:38:56,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,bbc754a6-23ba-4ede-bbf4-e93411001332,1
05/03/2026 11:44:36,885e69ea1971ea7c,8 Notre-Dame,,Messes,Notre-Dame,be245405-5e6f-425b-8bf8-561a6d0fa42c,2
05/03/2026 11:44:58,25d34c3e4038ac14,6 Notre-Dame,,Messes,Notre-Dame,7cd704f4-b1f4-4673-8ecc-839a2c22a876,5
05/03/2026 11:51:02,97dddccf948bd1d6,5 Notre-Dame,,Messes,St-Jacques,40f1f38f-e139-4cfe-aa0e-532972d84b87,10
05/03/2026 12:37:06,d3541f7866114ff5,1 Borne ND,Faire un don ND,,,fdaaa4ab-cb79-4ba0-9397-51e3ff26f0d8,10
05/03/2026 12:56:59,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,0c1017e6-d5e4-4c6a-a07c-f2a6f4d8ade9,"3,5"
05/03/2026 14:05:12,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,0cabb470-615b-4512-a79e-5d6139581b20,2
05/03/2026 14:08:33,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,d808c311-aefa-41e9-896c-88c47c567c97,1
05/03/2026 16:21:22,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,92a2b04e-8a39-49f8-b490-c9d36e6be369,"2,5"
05/03/2026 17:04:10,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,b2babdc5-5a60-435e-b4cd-84a7a8519e3a,2
05/03/2026 17:12:28,d3541f7866114ff5,1 Borne ND,Allumer un cierge ND,,,72552d2f-9a6a-4379-a35d-2205c84f6dc8,"2,5"
05/03/2026 17:55:32,61559316e08b9059,2 Borne SJ,Allumer un cierge SJ,,,d42f11b0-32bb-4d06-95fd-0d9297e4044c,"3,5"
05/03/2026 18:00:12,e0d4a5777d03dfa2,9 Villamblard,,Messes,Saint-Pierre,7dc126ba-58d3-4b3d-9bfc-55d4d7e94de8,10
